DecimalLong,DecimalLat
75.86388889,39.35919444
75.86388889,39.35919444
75.86388889,39.35919444
75.86388889,39.35919444
75.86388889,39.35919444
75.86388889,39.35919444
75.86388889,39.35919444
75.86388889,39.35919444
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05575,39.43166667
76.05113889,39.35811111
76.05113889,39.35811111
76.05113889,39.35811111
76.05113889,39.35811111
76.05113889,39.35811111
76.05113889,39.35811111
76.05113889,39.35811111
76.05113889,39.35811111
76.05113889,39.35811111
76.05113889,39.35811111
76.05113889,39.35811111
76.05113889,39.35811111
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
77.35147222,37.91677778
79.84805556,37.24977778
79.84805556,37.24977778
79.84805556,37.24977778
79.84805556,37.24977778
79.84805556,37.24977778
79.84805556,37.24977778
79.84805556,37.24977778
76.71391667,39.53861111
76.71391667,39.53861111
76.71391667,39.53861111
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
77.11283611,38.08618056
76.07822222,39.38080556
76.07822222,39.38080556
76.07822222,39.38080556
76.07822222,39.38080556
76.07822222,39.38080556
76.07822222,39.38080556
76.07822222,39.38080556
76.07822222,39.38080556
76.07822222,39.38080556
79.72188889,37.25219444
79.72188889,37.25219444
79.72188889,37.25219444
79.72188889,37.25219444
79.72188889,37.25219444
79.72188889,37.25219444
79.72188889,37.25219444
79.72188889,37.25219444
79.72188889,37.25219444
79.72188889,37.25219444
79.72188889,37.25219444
79.72188889,37.25219444
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
75.99611111,39.64111111
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
81.49615556,43.97443056
89.217135,42.961214
89.217135,42.961214
89.217135,42.961214
89.217135,42.961214
89.217135,42.961214
89.217135,42.961214
89.217135,42.961214
89.217135,42.961214
89.217135,42.961214
89.217135,42.961214
89.217135,42.961214
89.217135,42.961214
89.217135,42.961214
89.217135,42.961214
89.217135,42.961214
89.217135,42.961214
89.217135,42.961214
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
76.07250278,39.38206111
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
78.55011111,39.82527778
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
77.43702778,37.85119444
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.95222222,39.14791667
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
75.68783723,39.33253536
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.00176389,39.26027778
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
76.74047222,39.43825
93.433611,42.811472
93.433611,42.811472
93.433611,42.811472
93.433611,42.811472
93.433611,42.811472
93.433611,42.811472
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
80.874083,44.02525
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
79.971973,37.12988
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
81.832953,36.800037
